Name
2121,"California State Polytechnic University, Pomona"
2122,"California State Polytechnic University, Pomona"
2123,"California State Polytechnic University, Pomona"
2127,California State University - Chico
2128,California State University - Chico
2129,California State University - Chico
2130,California State University - Chico
2131,California State University - Chico
2132,California State University - Chico
2133,California State University - Chico
2134,California State University - Chico
2135,California State University - Chico
2136,California State University - Chico
2137,California State University - Chico
2140,California State University - Dominguez Hills
2141,California State University - Dominguez Hills
2142,California State University - Dominguez Hills
2143,California State University - Dominguez Hills
2144,California State University - Dominguez Hills
2145,California State University - Dominguez Hills
2146,California State University - Dominguez Hills
2152,California State University - Fresno
2153,California State University - Fresno
2154,California State University - Fresno
2155,California State University - Fresno
2156,California State University - Fresno
2157,California State University - Fresno
2158,California State University - Fresno
2159,California State University - Fresno
2160,California State University - Fresno
2161,California State University - Fresno
2162,California State University - Fresno
2163,California State University - Fresno
2164,California State University - Fresno
2165,California State University - Fresno
2170,California State University - Fullerton
2171,California State University - Fullerton
2172,California State University - Fullerton
2173,California State University - Fullerton
2174,California State University - Fullerton
2175,California State University - Fullerton
2176,California State University - Fullerton
2177,California State University - Fullerton
2178,California State University - Fullerton
2179,California State University - Fullerton
2180,California State University - Fullerton
2181,California State University - Fullerton
2182,California State University - Fullerton
2183,California State University - Fullerton
2184,California State University - Fullerton
2185,California State University - Fullerton
2188,California State University - East Bay
2189,California State University - East Bay
2190,California State University - East Bay
2191,California State University - East Bay
2192,California State University - East Bay
2194,California State University - East Bay
2204,California State University - Long Beach
2205,California State University - Long Beach
2206,California State University - Long Beach
2207,California State University - Long Beach
2208,California State University - Long Beach
2209,California State University - Long Beach
2210,California State University - Long Beach
2211,California State University - Long Beach
2212,California State University - Long Beach
2213,California State University - Long Beach
2214,California State University - Long Beach
2215,California State University - Long Beach
2216,California State University - Long Beach
2217,California State University - Long Beach
2218,California State University - Long Beach
2219,California State University - Long Beach
2220,California State University - Long Beach
2222,California State University - Los Angeles
2223,California State University - Los Angeles
2224,California State University - Los Angeles
2225,California State University - Los Angeles
2226,California State University - Los Angeles
2227,California State University - Los Angeles
2228,California State University - Los Angeles
2229,California State University - Los Angeles
2230,California State University - Los Angeles
2231,California State University - Los Angeles
2232,California State University - Los Angeles
2237,California State University - Northridge
2238,California State University - Northridge
2239,California State University - Northridge
2240,California State University - Northridge
2241,California State University - Northridge
2242,California State University - Northridge
2243,California State University - Northridge
2244,California State University - Northridge
2245,California State University - Northridge
2246,California State University - Northridge
2247,California State University - Northridge
2248,California State University - Northridge
2249,California State University - Northridge
2250,California State University - Northridge
2252,California State University - Sacramento
2253,California State University - Sacramento
2254,California State University - Sacramento
2255,California State University - Sacramento
2256,California State University - Sacramento
2257,California State University - Sacramento
2258,California State University - Sacramento
2259,California State University - Sacramento
2260,California State University - Sacramento
2261,California State University - Sacramento
2262,California State University - Sacramento
2263,California State University - Sacramento
2271,"University of California, Berkeley"
2272,"University of California, Berkeley"
2273,"University of California, Berkeley"
2274,"University of California, Berkeley"
2275,"University of California, Berkeley"
2276,"University of California, Berkeley"
2277,"University of California, Berkeley"
2278,"University of California, Berkeley"
2279,"University of California, Berkeley"
2280,"University of California, Berkeley"
2282,University of California - Davis
2283,University of California - Davis
2284,University of California - Davis
2285,University of California - Davis
2286,University of California - Davis
2287,University of California - Davis
2288,University of California - Davis
2289,University of California - Davis
2290,University of California - Davis
2291,University of California - Davis
2297,"University of California, Irvine"
2298,"University of California, Irvine"
2299,"University of California, Irvine"
2300,"University of California, Irvine"
2301,"University of California, Irvine"
